tweet_id,text,name,numerator_rating,denominator_rating,jpg_url,breed,lang,favorite_count,retweet_count,stage,day,month,year
668204964695683073,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,Ron,8.0,10.0,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,Labrador_retriever,en,564.0,200.0,None,21,11,2015
668237644992782336,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,Torque,10.0,10.0,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,chow,en,6355.0,2947.0,None,22,11,2015
668248472370458624,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,Bisquick,8.0,10.0,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,Chihuahua,en,1014.0,502.0,None,22,11,2015
668627278264475648,This is Timofy. He's a pilot for Southwest. It's Christmas morning &amp; everyone has gotten kickass gifts but him. 9/10 https://t.co/3FuNbzyPwo,Timofy,9.0,10.0,https://pbs.twimg.com/media/CUdw9thWsAA4mB9.jpg,French_bulldog,en,326.0,118.0,None,23,11,2015
668256321989451776,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,Jareld,13.0,10.0,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,Pembroke,en,1334.0,639.0,None,22,11,2015
668286279830867968,Meet Rusty. Rusty's dreaming of a world where Twitter never got rid of favorites. Looks like a happy world. 11/10 https://t.co/C8U6cxI1Jc,Rusty,11.0,10.0,https://pbs.twimg.com/media/CUY60usWoAAdBxx.jpg,golden_retriever,en,519.0,142.0,None,22,11,2015
668480044826800133,Say hello to DayZ. She is definitely stuck on that stair. Just looking for someone to help her. 11/10 I would help https://t.co/be3zMW0Qj5,DayZ,11.0,10.0,https://pbs.twimg.com/media/CUbrDWOWcAEyMdM.jpg,Labrador_retriever,en,472.0,153.0,None,22,11,2015
668496999348633600,This is Jo. Jo is a Swedish Queso. Tongue bigger than face. Tiny lil legs. Still no seatbelt. Simply careless. 8/10 https://t.co/Edy7B5vOp2,Jo,8.0,10.0,https://pbs.twimg.com/media/CUb6ebKWcAAJkd0.jpg,Staffordshire_bullterrier,en,421.0,136.0,None,22,11,2015
668528771708952576,This is Gòrdón. He enjoys his razberrita by pool. Not a care in the world. 12/10 this dog has a better life than me https://t.co/zpdBQCcYgW,Gòrdón,12.0,10.0,https://pbs.twimg.com/media/CUcXXpxWUAAUJ__.jpg,Labrador_retriever,en,474.0,233.0,None,22,11,2015
668537837512433665,This is Spark. He's nervous. Other dog hasn't moved in a while. Won't come when called. Doesn't fetch well 8/10&amp;1/10 https://t.co/stEodX9Aba,Spark,4.5,10.0,https://pbs.twimg.com/media/CUcfnWlWsAAzlwE.jpg,Lakeland_terrier,en,256.0,78.0,None,22,11,2015
668567822092664832,This is Marvin. He can tie a bow tie better than me. 11/10 https://t.co/81kzPgqjQ3,Marvin,11.0,10.0,https://pbs.twimg.com/media/CUc64knWoAkZt70.jpg,Shih-Tzu,en,252.0,59.0,None,22,11,2015
668620235289837568,Say hello to Kallie. There was a tornado in the area &amp; the news guy said everyone should wear a helmet. 10/10 adorbz https://t.co/AGyogHtmXx,Kallie,10.0,10.0,https://pbs.twimg.com/media/CUdqjvAWUAANfoU.jpg,NaN,en,208.0,45.0,None,23,11,2015
668623201287675904,This is Jomathan. He is not thrilled about the length of the grass. 10/10 https://t.co/TIhVKEIPqj,Jomathan,10.0,10.0,https://pbs.twimg.com/media/CUdtP1xUYAIeBnE.jpg,Chihuahua,en,1482.0,803.0,None,23,11,2015
668274247790391296,Meet Sophie. Her son just got in the car to leave for college. Very touching. Perfect dramatic sunlight. 10/10 yaass https://t.co/3j9kZRcpVB,Sophie,10.0,10.0,https://pbs.twimg.com/media/CUYv4d2WUAAziXs.jpg,soft-coated_wheaten_terrier,en,845.0,237.0,None,22,11,2015
667886921285246976,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,Erik,11.0,10.0,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,Pomeranian,en,1925.0,1124.0,None,21,11,2015
667885044254572545,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,Stu,10.0,10.0,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,malamute,en,838.0,504.0,None,21,11,2015
667878741721415682,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,Tedrick,2.0,10.0,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,miniature_pinscher,en,400.0,122.0,None,21,11,2015
667866724293877760,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,Shaggy,10.0,10.0,https://pbs.twimg.com/media/CUS9PlUWwAANeAD.jpg,NaN,en,3056.0,1062.0,None,21,11,2015
668975677807423489,This is Jeremy. He hasn't grown into his skin yet. Ears hit the floor. Probably trips on them sometimes. 11/10 https://t.co/LqAMlFVBoY,Jeremy,11.0,10.0,https://pbs.twimg.com/media/CUit1O1WoAEBHjj.jpg,basset,en,1338.0,604.0,None,24,11,2015
667174963120574464,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",Clarence,9.0,10.0,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,toy_poodle,en,248.0,84.0,None,19,11,2015
667182792070062081,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,Timison,10.0,10.0,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,golden_retriever,en,14506.0,6335.0,None,19,11,2015
667200525029539841,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,Joshwa,11.0,10.0,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,Siberian_husky,en,621.0,265.0,None,19,11,2015
667211855547486208,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,Genevieve,9.0,10.0,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,golden_retriever,en,499.0,245.0,None,19,11,2015
667393430834667520,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,Fwed,8.0,10.0,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,papillon,en,198.0,58.0,None,19,11,2015
667405339315146752,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,Biden,7.0,10.0,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,Saint_Bernard,en,473.0,222.0,None,19,11,2015
667453023279554560,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,Cupcake,11.0,10.0,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,Labrador_retriever,en,319.0,91.0,None,19,11,2015
667455448082227200,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,Reese,7.0,10.0,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,Tibetan_terrier,en,194.0,60.0,None,19,11,2015
667171260800061440,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,Kenneth,10.0,10.0,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,giant_schnauzer,en,224.0,91.0,None,19,11,2015
667495797102141441,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,Philippe,9.0,10.0,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,Chihuahua,en,531.0,280.0,None,20,11,2015
667517642048163840,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,Dook,8.0,10.0,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,Italian_greyhound,en,374.0,196.0,None,20,11,2015
667530908589760512,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",Naphaniel,10.0,10.0,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,golden_retriever,en,478.0,246.0,None,20,11,2015
667534815156183040,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",Frank,8.0,10.0,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,Pembroke,en,832.0,553.0,None,20,11,2015
667544320556335104,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",Kial,7.0,10.0,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,Pomeranian,en,881.0,538.0,None,20,11,2015
667546741521195010,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,George,9.0,10.0,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,toy_poodle,en,338.0,128.0,None,20,11,2015
667728196545200128,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,Olive,11.0,10.0,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,kuvasz,en,382.0,152.0,None,20,11,2015
667766675769573376,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,Calvin,9.0,10.0,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,NaN,en,449.0,224.0,None,20,11,2015
667806454573760512,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,Filup,10.0,10.0,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,Chihuahua,en,1075.0,512.0,None,20,11,2015
667502640335572993,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,Hall,11.0,10.0,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,Labrador_retriever,en,539.0,223.0,None,20,11,2015
667165590075940865,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,Churlie,10.0,10.0,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,miniature_pinscher,en,2723.0,1166.0,None,19,11,2015
667160273090932737,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,Bradlay,11.0,10.0,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,golden_retriever,en,261.0,62.0,None,19,11,2015
667152164079423490,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,Pipsy,12.0,10.0,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,toy_poodle,en,48357.0,17446.0,None,19,11,2015
892420643555336193,This is Phineas. He's a mystical boy. Only ever appears in the hole of a donut. 13/10 https://t.co/MgUWQ76dJU,Phineas,13.0,10.0,https://pbs.twimg.com/media/DGKD1-bXoAAIAUK.jpg,NaN,en,38300.0,8409.0,None,1,8,2017
666418789513326592,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,Walter,10.0,10.0,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,toy_terrier,en,124.0,46.0,None,17,11,2015
666447344410484738,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,Scout,9.0,10.0,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,curly-coated_retriever,en,105.0,20.0,None,17,11,2015
666454714377183233,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,Kreggory,10.0,10.0,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,dalmatian,en,521.0,208.0,None,17,11,2015
666644823164719104,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,Jimothy,9.0,10.0,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,Ibizan_hound,en,233.0,83.0,None,17,11,2015
666691418707132416,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,Christoper,8.0,10.0,https://pbs.twimg.com/media/CUCQTpEWEAA7EDz.jpg,German_shepherd,en,190.0,47.0,None,17,11,2015
666739327293083650,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,Lugan,10.0,10.0,https://pbs.twimg.com/media/CUC74aTWoAInZey.jpg,miniature_poodle,en,239.0,66.0,None,17,11,2015
666776908487630848,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,Josep,5.0,10.0,https://pbs.twimg.com/media/CUDeDoWUYAAD-EM.jpg,miniature_pinscher,en,353.0,175.0,None,18,11,2015
666804364988780544,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,Jockson,8.0,10.0,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,English_setter,en,244.0,94.0,None,18,11,2015
666817836334096384,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,Jeph,9.0,10.0,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,miniature_schnauzer,en,524.0,256.0,None,18,11,2015
666996132027977728,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,Carll,10.0,10.0,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,Rottweiler,en,247.0,96.0,None,18,11,2015
667012601033924608,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,Klevin,9.0,10.0,https://pbs.twimg.com/media/CUG0bC0U8AAw2su.jpg,NaN,en,453.0,226.0,None,18,11,2015
667062181243039745,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,Keet,10.0,10.0,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,Chesapeake_Bay_retriever,en,220.0,55.0,None,18,11,2015
667073648344346624,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,Dave,10.0,10.0,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,Chihuahua,en,408.0,125.0,None,18,11,2015
667090893657276420,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,Clybe,7.0,10.0,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,Chihuahua,en,339.0,129.0,None,18,11,2015
667119796878725120,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,Gabe,10.0,10.0,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,Pembroke,en,332.0,128.0,None,18,11,2015
879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,12.0,10.0,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador_retriever,en,16590.0,3093.0,None,26,6,2017
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,13.0,10.0,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,en,104725.0,43794.0,None,26,6,2017
879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,12.0,10.0,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,en,23157.0,3157.0,None,27,6,2017
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,13.0,10.0,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,en,22086.0,3463.0,None,28,6,2017
880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,12.0,10.0,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,en,26760.0,4171.0,None,29,6,2017
887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,such,14.0,10.0,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,NaN,en,45714.0,11525.0,None,19,7,2017
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,13.0,10.0,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,en,29803.0,5322.0,None,19,7,2017
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,Gerald,12.0,10.0,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,en,21493.0,3452.0,None,20,7,2017
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,Ralphus,13.0,10.0,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,en,19641.0,3531.0,None,22,7,2017
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,Zeke,13.0,10.0,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,en,25280.0,4271.0,None,22,7,2017
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,Jim,12.0,10.0,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,en,28740.0,4447.0,None,23,7,2017
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,Oliver,13.0,10.0,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,en,24995.0,5353.0,None,24,7,2017
886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,13.0,10.0,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,en,34733.0,7684.0,None,17,7,2017
889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,Bruno,13.0,10.0,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,en,27449.0,4918.0,None,25,7,2017
890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,Koda,13.0,10.0,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,en,30293.0,7244.0,None,26,7,2017
890609185150312448,This is Zoey. She doesn't want to be one of the scary sharks. Just wants to be a snuggly pettable boatpet. 13/10 #BarkWeek https://t.co/9TwLuAGH0b,Zoey,13.0,10.0,https://pbs.twimg.com/media/DFwUU__XcAEpyXI.jpg,Irish_terrier,en,27478.0,4215.0,None,27,7,2017
890971913173991426,"Meet Jax. He enjoys ice cream so much he gets nervous around it. 13/10 help Jax enjoy more things by clicking below

https://t.co/Zr4hWfAs1H https://t.co/tVJBRMnhxl",Jax,13.0,10.0,https://pbs.twimg.com/media/DF1eOmZXUAALUcq.jpg,Appenzeller,en,11703.0,2042.0,None,28,7,2017
891327558926688256,"This is Franklin. He would like you to stop calling him ""cute."" He is a very fierce shark and should be respected as such. 12/10 #BarkWeek https://t.co/AtUZn91f7f",Franklin,12.0,10.0,https://pbs.twimg.com/media/DF6hr6BUMAAzZgT.jpg,basset,en,39821.0,9257.0,None,29,7,2017
891689557279858688,This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us https://t.co/tD36da7qLQ,Darla,13.0,10.0,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Labrador_retriever,en,41644.0,8537.0,None,30,7,2017
891815181378084864,This is Archie. He is a rare Norwegian Pouncing Corgo. Lives in the tall grass. You never know when one may strike. 12/10 https://t.co/wUnZnhtVJB,Archie,12.0,10.0,https://pbs.twimg.com/media/DGBdLU1WsAANxJ9.jpg,Chihuahua,en,24732.0,4100.0,None,31,7,2017
892177421306343426,"This is Tilly. She's just checking pup on you. Hopes you're doing ok. If not, she's available for pats, snugs, boops, the whole bit. 13/10 https://t.co/0Xxu71qeIV",Tilly,13.0,10.0,https://pbs.twimg.com/media/DGGmoV4XsAAUL6n.jpg,Chihuahua,en,32832.0,6200.0,None,1,8,2017
